KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-0.8380923138913797,2.1425,2.1575,62421.0,67049.0,Pipistrellus pygmaeus,0.314,0.327,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,65280.0,1.703436869487107,2.6825,2.6986,62421.0,66638.0,Pipistrellus pygmaeus,0.362,0.376,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,65280.0,1.9707760148245592,4.5145,4.5211,59843.0,64739.0,Pipistrellus pygmaeus,0.311,0.329,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,65280.0,1.414040281272493,5.4195,5.4408,57265.0,64717.0,Rhinolophus ferrumequinum,0.21,0.375,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,63360.0,2.554429776206597,5.5915,5.6056,63281.0,66555.0,Pipistrellus pygmaeus,0.395,0.411,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,65280.0,2.113914732646128,6.0205,6.0268,58984.0,68466.0,Pipistrellus pygmaeus,0.345,0.348,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
LF,22080.0,0.02579080815685725,6.8365,6.8496,22031.0,26657.0,Nyctalus leisleri,0.284,0.418,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,67200.0,0.30822199343993545,8.4195,8.4369,65000.0,70278.0,Pipistrellus pygmaeus,0.312,0.316,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,65280.0,0.377379976388236,8.8615,8.869,58984.0,62997.0,Pipistrellus pygmaeus,0.34,0.346,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
HF,45120.0,-3.7289950725500027,10.5205,10.5318,44375.0,49738.0,Pipistrellus pipistrellus,0.25,0.314,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_010/20250703_185000.WAV,recover-20250710,UBNA_010,Carp Pond
