KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,48960.0,1.6751157231311808,24.0635,24.0794,47812.0,51125.0,Pipistrellus pipistrellus,0.244,0.328,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
HF,48960.0,9.86730235499303,56.8155,56.8249,48671.0,51957.0,Pipistrellus pipistrellus,0.264,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
LF,31680.0,10.389352110388135,56.8155,56.826,31484.0,35868.0,Pipistrellus nathusii,0.186,0.362,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
LF,28800.0,2.884675910142179,60.9615,60.975,28046.0,30898.0,Nyctalus leisleri,0.274,0.371,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
HF,43200.0,10.153015953441466,68.3695,68.3816,42656.0,45158.0,Pipistrellus pipistrellus,0.291,0.382,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
LF,24000.0,9.624220495202987,72.5025,72.5181,22890.0,25757.0,Nyctalus leisleri,0.382,0.399,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
LF,32640.0,10.856364864388066,73.9675,73.97749999999999,31484.0,34727.0,Pipistrellus nathusii,0.149,0.325,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
HF,43200.0,-12.806367530772988,78.1565,78.1674,42656.0,45858.0,Pipistrellus pipistrellus,0.245,0.385,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
LF,24000.0,3.320695140099927,81.6945,81.708,22890.0,26808.0,Nyctalus leisleri,0.438,0.478,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
HF,43200.0,1.853760909950686,86.2265,86.2381,42656.0,46326.0,Pipistrellus pipistrellus,0.241,0.403,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250619/UBNA_026/20250613_175000.WAV,recover-20250619,UBNA_026,Foliage
