KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,47040.0,6.121825446297206,163.3915,163.3963,46093.0,58552.0,Echolocation,Pipistrellus pipistrellus,0.511,0.536,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,47040.0,4.285439501593679,163.5725,163.5782,46093.0,55431.0,Echolocation,Pipistrellus pipistrellus,0.528,0.548,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,3.2450041447129037,163.6505,163.6561,46093.0,53761.0,Echolocation,Pipistrellus pipistrellus,0.533,0.544,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,47040.0,3.7171105614423894,163.8045,163.8103,46093.0,55155.0,Echolocation,Pipistrellus pipistrellus,0.534,0.563,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,3.896787937017237,163.8955,163.9017,44375.0,53715.0,Echolocation,Pipistrellus pipistrellus,0.511,0.544,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,3.9567777320062114,164.0855,164.0911,45234.0,53176.0,Echolocation,Pipistrellus pipistrellus,0.54,0.567,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,5.761635122211263,164.3665,164.3712,46093.0,56972.0,Echolocation,Pipistrellus pipistrellus,0.491,0.52,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,6.135609750584584,164.44650000000001,164.4526,45234.0,52946.0,Echolocation,Pipistrellus pipistrellus,0.552,0.561,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,9.714970602663954,164.5285,164.534,45234.0,55711.0,Echolocation,Pipistrellus pipistrellus,0.535,0.565,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,45120.0,14.667207783081793,164.6925,164.6972,44375.0,61937.0,Echolocation,Pipistrellus pipistrellus,0.551,0.621,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,47040.0,5.664704247853367,164.7765,164.7818,44375.0,56184.0,Echolocation,Pipistrellus pipistrellus,0.517,0.583,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,45120.0,14.87174864501753,164.8715,164.8767,43515.0,63698.0,Echolocation,Pipistrellus pipistrellus,0.62,0.724,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,14.025956793945548,164.9755,164.9806,44375.0,63099.0,Echolocation,Pipistrellus pipistrellus,0.535,0.658,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,52800.0,13.999962494558583,165.0745,165.0797,46093.0,59967.0,Echolocation,Pipistrellus pipistrellus,0.466,0.539,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,46080.0,11.833806130299923,165.1615,165.1681,46093.0,59321.0,Echolocation,Pipistrellus pipistrellus,0.603,0.635,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,48960.0,18.783100991346725,165.2585,165.2631,45234.0,67501.0,Echolocation,Pipistrellus pipistrellus,0.473,0.553,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,48000.0,16.816455983910732,165.3445,165.3496,43515.0,65893.0,Echolocation,Pipistrellus pipistrellus,0.509,0.607,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,48960.0,14.593979918743646,165.5735,165.5778,46953.0,70731.0,Echolocation,Pipistrellus pipistrellus,0.455,0.525,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,48000.0,20.3832760002614,165.8685,165.8735,46093.0,71831.0,Echolocation,Pipistrellus pipistrellus,0.465,0.511,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,52800.0,21.351654452926407,166.1015,166.1056,42656.0,83331.0,Echolocation,Myotis alcathoe,0.389,0.589,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,47040.0,28.321963250435132,166.1735,166.17849999999999,41796.0,85143.0,Echolocation,Myotis alcathoe,0.31,0.528,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
HF,55680.0,17.355789164158146,166.2575,166.262,44375.0,70537.0,Echolocation,Pipistrellus pipistrellus,0.45,0.646,-1,192000.0,/mnt/ubna_data_04/recover-20241025/UBNA_008/20241019_021000.WAV,recover-20241025,UBNA_008,E18 Bridge
