KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,46080.0,4.987982959618359,18.7645,18.7709,44375.0,58183.0,Echolocation,Pipistrellus pipistrellus,0.508,0.568,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,4.92991403277861,18.9545,18.9601,45234.0,60200.0,Echolocation,Pipistrellus pipistrellus,0.431,0.516,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,8.733737330060125,19.1345,19.1422,44375.0,59227.0,Echolocation,Pipistrellus pipistrellus,0.49,0.633,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,8.530465994140483,19.3205,19.3277,44375.0,64286.0,Echolocation,Pipistrellus pipistrellus,0.527,0.664,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,8.183993877849602,19.4205,19.4275,44375.0,50060.0,Echolocation,Pipistrellus pipistrellus,0.495,0.512,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,12.869740660141431,19.5245,19.5303,44375.0,66121.0,Echolocation,Pipistrellus pipistrellus,0.604,0.692,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,5.089229621303637,19.6335,19.6433,45234.0,51055.0,Echolocation,Pipistrellus pipistrellus,0.542,0.572,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,17.851244432198598,19.7325,19.7386,43515.0,66835.0,Echolocation,Pipistrellus pipistrellus,0.646,0.707,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,15.280722995541575,19.9295,19.9347,43515.0,61201.0,Echolocation,Pipistrellus pipistrellus,0.634,0.705,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,13.71404055162515,20.1295,20.1352,43515.0,59294.0,Echolocation,Pipistrellus pipistrellus,0.331,0.526,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,8.784937144327396,20.3235,20.3291,43515.0,54176.0,Echolocation,Pipistrellus pipistrellus,0.481,0.529,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,9.44845337225805,20.5125,20.5182,44375.0,61754.0,Echolocation,Pipistrellus pipistrellus,0.564,0.642,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_021000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,5.381295331387461,78.1945,78.2052,46953.0,62999.0,Echolocation,Pipistrellus pipistrellus,0.449,0.571,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,8.7767216526016,78.4525,78.4632,46093.0,63555.0,Echolocation,Pipistrellus pipistrellus,0.44,0.536,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,13.262675667181142,150.9635,150.9738,46093.0,63920.0,Echolocation,Pipistrellus pipistrellus,0.432,0.532,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,16.301742015139354,151.0565,151.0677,45234.0,59336.0,Echolocation,Pipistrellus pipistrellus,0.412,0.536,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,18.015894494317354,151.1455,151.1534,45234.0,67386.0,Echolocation,Pipistrellus pipistrellus,0.474,0.644,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,53760.0,18.96164065745656,151.3165,151.3233,46093.0,69030.0,Echolocation,Pipistrellus pipistrellus,0.472,0.608,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,11.740025513613265,151.4075,151.4138,46093.0,65308.0,Echolocation,Pipistrellus pipistrellus,0.629,0.661,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,20.205495476616726,151.5015,151.5076,43515.0,76411.0,Echolocation,Pipistrellus pipistrellus,0.548,0.671,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,16.232736622454027,151.5955,151.6016,45234.0,65167.0,Echolocation,Pipistrellus pipistrellus,0.5,0.564,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,23.057286222612493,151.6895,151.6958,45234.0,75199.0,Echolocation,Pipistrellus pipistrellus,0.483,0.572,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,9.562916663905558,151.7815,151.7869,46953.0,63874.0,Echolocation,Pipistrellus pipistrellus,0.604,0.639,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,27.51713391450981,151.8775,151.8849,43515.0,83317.0,Echolocation,Pipistrellus pipistrellus,0.549,0.616,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,19.311834434383858,151.9695,151.9763,46093.0,67901.0,Echolocation,Pipistrellus pipistrellus,0.583,0.679,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,56640.0,31.792476536816544,152.0585,152.0647,45234.0,79719.0,Echolocation,Pipistrellus pipistrellus,0.497,0.609,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,12.786850144733508,152.1545,152.1601,46093.0,64928.0,Echolocation,Pipistrellus pipistrellus,0.576,0.683,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,26.538894613433097,152.2485,152.254,45234.0,69076.0,Echolocation,Pipistrellus pipistrellus,0.711,0.771,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,21.4319164656365,152.3345,152.3403,45234.0,70905.0,Echolocation,Pipistrellus pipistrellus,0.627,0.735,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,17.882324429551673,152.4185,152.4241,45234.0,65250.0,Echolocation,Pipistrellus pipistrellus,0.587,0.721,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,25.638247967566826,152.5145,152.52,45234.0,73811.0,Echolocation,Pipistrellus pipistrellus,0.628,0.68,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,53760.0,36.512396012548024,152.6005,152.6064,44375.0,81832.0,Echolocation,Pipistrellus pipistrellus,0.596,0.605,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,25.148399894952945,152.6885,152.6938,44375.0,69141.0,Echolocation,Pipistrellus pipistrellus,0.506,0.593,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,19.66485620090954,152.7825,152.7926,46093.0,67143.0,Echolocation,Pipistrellus pipistrellus,0.466,0.514,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,53760.0,35.079674639052826,152.8765,152.8825,44375.0,78179.0,Echolocation,Pipistrellus pipistrellus,0.602,0.608,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,24.031442064373675,152.9755,152.9805,46093.0,70018.0,Echolocation,Pipistrellus pipistrellus,0.532,0.587,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,22.667800990121208,153.1695,153.1747,45234.0,75010.0,Echolocation,Pipistrellus pipistrellus,0.55,0.625,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,16.40754780367988,153.3615,153.3666,46093.0,68727.0,Echolocation,Pipistrellus pipistrellus,0.533,0.576,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,32.36797148691656,153.4535,153.4592,43515.0,74800.0,Echolocation,Pipistrellus pipistrellus,0.559,0.601,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,28.931312261509568,153.6465,153.6522,44375.0,77609.0,Echolocation,Pipistrellus pipistrellus,0.65,0.681,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,47040.0,15.052920497345912,153.7385,153.7438,42656.0,78177.0,Echolocation,Pipistrellus pipistrellus,0.155,0.546,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48000.0,7.547480900260608,154.1935,154.1995,46953.0,61951.0,Echolocation,Pipistrellus pipistrellus,0.529,0.576,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,46080.0,26.723750108486666,154.4735,154.48,40937.0,88373.0,Echolocation,Pipistrellus pipistrellus,0.341,0.531,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,45120.0,18.50987929760398,154.6725,154.6773,43515.0,57773.0,Echolocation,Pipistrellus pipistrellus,0.568,0.595,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
HF,48960.0,18.153411238585267,154.8705,154.8765,44375.0,68207.0,Echolocation,Pipistrellus pipistrellus,0.659,0.763,-1,192000.0,/mnt/ubna_data_04/recover-20241118/UBNA_031/20241105_024000.WAV,recover-20241118,UBNA_031,E18 Bridge
