,date_and_time_UTC,num_of_detections
0,2023-10-18 16:40:00+00:00,1
1,2023-10-18 16:50:00+00:00,1
2,2023-10-18 17:00:00+00:00,1
3,2023-10-18 17:10:00+00:00,1
4,2023-10-18 17:20:00+00:00,1
5,2023-10-18 17:30:00+00:00,1
6,2023-10-18 17:40:00+00:00,1
7,2023-10-18 17:50:00+00:00,1
8,2023-10-18 18:00:00+00:00,1
9,2023-10-18 18:10:00+00:00,1
10,2023-10-18 18:20:00+00:00,1
11,2023-10-18 18:30:00+00:00,1
12,2023-10-18 18:40:00+00:00,1
13,2023-10-18 18:50:00+00:00,1
14,2023-10-18 19:00:00+00:00,1
15,2023-10-18 19:10:00+00:00,1
16,2023-10-18 19:20:00+00:00,1
17,2023-10-18 19:30:00+00:00,1
18,2023-10-18 19:40:00+00:00,1
19,2023-10-18 19:50:00+00:00,1
20,2023-10-18 20:00:00+00:00,1
21,2023-10-18 20:10:00+00:00,1
22,2023-10-18 20:20:00+00:00,1
23,2023-10-18 20:30:00+00:00,1
24,2023-10-18 20:40:00+00:00,1
25,2023-10-18 20:50:00+00:00,1
26,2023-10-18 21:00:00+00:00,1
27,2023-10-18 21:10:00+00:00,1
28,2023-10-18 21:20:00+00:00,1
29,2023-10-18 21:30:00+00:00,1
30,2023-10-18 21:40:00+00:00,1
31,2023-10-18 21:50:00+00:00,1
32,2023-10-18 22:00:00+00:00,1
33,2023-10-18 22:10:00+00:00,1
34,2023-10-18 22:20:00+00:00,1
35,2023-10-18 22:30:00+00:00,1
36,2023-10-18 22:40:00+00:00,1
37,2023-10-18 22:50:00+00:00,1
38,2023-10-18 23:00:00+00:00,1
39,2023-10-18 23:10:00+00:00,1
40,2023-10-18 23:20:00+00:00,1
41,2023-10-18 23:30:00+00:00,1
42,2023-10-18 23:40:00+00:00,1
43,2023-10-18 23:50:00+00:00,1
44,2023-10-19 00:00:00+00:00,1
45,2023-10-19 00:10:00+00:00,1
46,2023-10-19 00:20:00+00:00,1
47,2023-10-19 00:30:00+00:00,1
48,2023-10-19 00:40:00+00:00,1
49,2023-10-19 00:50:00+00:00,1
50,2023-10-19 01:00:00+00:00,1
51,2023-10-19 01:10:00+00:00,1
52,2023-10-19 01:20:00+00:00,1
53,2023-10-19 01:30:00+00:00,1
54,2023-10-19 01:40:00+00:00,1
55,2023-10-19 01:50:00+00:00,1
56,2023-10-19 02:00:00+00:00,165
57,2023-10-19 02:10:00+00:00,2
58,2023-10-19 02:20:00+00:00,3
59,2023-10-19 02:30:00+00:00,23
60,2023-10-19 02:40:00+00:00,1
61,2023-10-19 02:50:00+00:00,17
62,2023-10-19 03:00:00+00:00,1
63,2023-10-19 03:10:00+00:00,1
64,2023-10-19 03:20:00+00:00,1
65,2023-10-19 03:30:00+00:00,1
66,2023-10-19 03:40:00+00:00,1
67,2023-10-19 03:50:00+00:00,1
68,2023-10-19 04:00:00+00:00,1
69,2023-10-19 04:10:00+00:00,1
70,2023-10-19 04:20:00+00:00,6
71,2023-10-19 04:30:00+00:00,1
