KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,-1.7551738132693464,76.8115,76.8278,61562.0,67784.0,Echolocation,Pipistrellus pygmaeus,0.293,0.319,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_213000.WAV,recover-20250613,UBNA_022,E18 Bridge
HF,65280.0,-1.7546700635014665,79.0695,79.0857,63281.0,67957.0,Echolocation,Pipistrellus pygmaeus,0.203,0.312,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_213000.WAV,recover-20250613,UBNA_022,E18 Bridge
HF,65280.0,1.7404335333826486,266.4065,266.4234,65000.0,70144.0,Echolocation,Pipistrellus pygmaeus,0.33,0.339,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_213000.WAV,recover-20250613,UBNA_022,E18 Bridge
LF,23040.0,4.570846965943946,270.9805,270.9946,23750.0,27588.0,Echolocation,Nyctalus leisleri,0.328,0.415,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_213000.WAV,recover-20250613,UBNA_022,E18 Bridge
LF,31680.0,-0.3288364914425228,8.0795,8.0925,31484.0,35331.0,Echolocation,Pipistrellus nathusii,0.154,0.305,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_215000.WAV,recover-20250613,UBNA_022,E18 Bridge
LF,22080.0,13.81934578562464,189.7365,189.7547,22890.0,25765.0,Echolocation,Nyctalus leisleri,0.29,0.32,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_215000.WAV,recover-20250613,UBNA_022,E18 Bridge
LF,25920.0,9.259231730609327,248.19650000000001,248.2107,25468.0,28171.0,Echolocation,Nyctalus leisleri,0.275,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_215000.WAV,recover-20250613,UBNA_022,E18 Bridge
LF,25920.0,6.823227971917063,259.4305,259.4449,25468.0,29268.0,Echolocation,Nyctalus leisleri,0.247,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_215000.WAV,recover-20250613,UBNA_022,E18 Bridge
HF,45120.0,8.299925963773546,31.9755,31.9795,40937.0,81465.0,Echolocation,Myotis mystacinus,0.223,0.341,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_220000.WAV,recover-20250613,UBNA_022,E18 Bridge
HF,40320.0,5.018316758872819,41.7185,41.7217,26328.0,58341.0,Echolocation,Myotis nattereri,0.237,0.31,-1,192000.0,/mnt/ubna_data_06/recover-20250613/UBNA_022/20250606_220000.WAV,recover-20250613,UBNA_022,E18 Bridge
