KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,3.1273977216489897,2.2035,2.2228,64140.0,69174.0,Pipistrellus pygmaeus,0.235,0.25,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,20160.0,0.0738827298781937,5.6865,5.703,18593.0,23100.0,Nyctalus noctula,0.154,0.242,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,2.4687025636309077,8.3345,8.3384,23750.0,48888.0,Myotis nattereri,0.163,0.213,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,1.2170838395787684,11.9585,11.9629,22031.0,53580.0,Myotis nattereri,0.191,0.205,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
HF,65280.0,6.506859783202115,28.3965,28.4189,65000.0,70045.0,Pipistrellus pygmaeus,0.248,0.256,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
HF,65280.0,6.44826741247747,35.5675,35.5848,64140.0,70246.0,Pipistrellus pygmaeus,0.285,0.291,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,-7.1597986128468305,36.207499999999996,36.2117,23750.0,50899.0,Myotis nattereri,0.164,0.21,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,24960.0,2.2798844640372122,37.0015,37.006,22890.0,48610.0,Myotis nattereri,0.184,0.232,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,1.5399202473525484,38.0185,38.0227,22031.0,51906.0,Myotis nattereri,0.2,0.236,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,1.0030448472347233,41.8525,41.8568,22890.0,46749.0,Plecotus austriacus,0.121,0.254,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,38.76271041323297,46.7315,46.7455,32343.0,35444.0,Nyctalus leisleri,0.219,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,6.086478832242882,48.8845,48.8887,22890.0,53570.0,Myotis nattereri,0.276,0.297,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,32640.0,-0.8743598100348935,49.2235,49.2278,22890.0,51207.0,Myotis nattereri,0.274,0.319,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,24960.0,2.8678232368819456,57.7665,57.7716,23750.0,37594.0,Plecotus austriacus,0.152,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
LF,31680.0,13.442572651329534,59.3905,59.4054,30625.0,33060.0,Nyctalus leisleri,0.158,0.212,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250418/UBNA_032/20250407_232000.WAV,recover-20250418,UBNA_032,Central Pond
