Time (UTC),04/07/25,04/08/25,04/09/25,04/10/25,04/11/25,04/12/25,04/13/25,04/14/25,04/15/25,04/16/25,04/17/25,04/18/25
00:00,,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00:30,,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01:00,,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.5555555555555556,0.0,0.0
01:30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:00,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02:30,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
03:00,,0.0,0.0,6.11111111111111,0.0,18.333333333333336,0.0,7.222222222222222,11.111111111111109,0.0,0.0,0.0
03:30,,3.3333333333333335,1.6666666666666667,0.5555555555555556,2.2222222222222223,1.6666666666666667,0.5555555555555556,1.6666666666666667,9.444444444444443,5.0,1.111111111111111,6.11111111111111
04:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,1.111111111111111,0.5555555555555556,0.5555555555555556,14.444444444444445,1.6666666666666667
04:30,,0.0,0.0,0.0,5.5555555555555545,0.5555555555555556,0.0,0.0,5.0,0.5555555555555556,1.6666666666666667,0.0
05:00,,0.0,0.0,3.888888888888889,0.0,0.0,0.0,0.5555555555555556,3.3333333333333335,15.555555555555552,0.0,2.7777777777777772
05:30,,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,1.111111111111111,1.111111111111111,1.111111111111111,1.6666666666666667
06:00,,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,1.6666666666666667,0.0,0.5555555555555556
06:30,,0.0,0.5555555555555556,1.6666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.5555555555555556
07:00,,23.333333333333332,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0
