KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,72000.0,1.283092102253614,5.6615,5.6977,68437.0,80315.0,Rhinolophus ferrumequinum,0.231,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_164000.WAV,recover-20250317,UBNA_028,Foliage
LF,28800.0,0.5682661415712809,89.33449999999999,89.3467,21171.0,28318.0,Nyctalus noctula,0.152,0.313,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_164000.WAV,recover-20250317,UBNA_028,Foliage
LF,28800.0,3.1727101774077857,152.7555,152.7589,25468.0,45224.0,Myotis nattereri,0.122,0.22,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_164000.WAV,recover-20250317,UBNA_028,Foliage
HF,63360.0,1.9318129851843011,152.9535,152.9664,63281.0,67975.0,Pipistrellus pygmaeus,0.243,0.245,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_164000.WAV,recover-20250317,UBNA_028,Foliage
LF,28800.0,3.4929485165601637,42.5205,42.5254,22890.0,36125.0,Plecotus austriacus,0.177,0.231,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,27840.0,2.6838766433393775,114.0085,114.0136,22890.0,34054.0,Plecotus austriacus,0.264,0.343,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,3.4683671089777315,118.9635,118.9821,23750.0,26460.0,Nyctalus leisleri,0.304,0.329,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
HF,47040.0,9.380967587192076,119.6075,119.6245,46093.0,49192.0,Pipistrellus pipistrellus,0.217,0.288,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,15.382128337956653,121.3225,121.3368,22890.0,26201.0,Nyctalus leisleri,0.345,0.38,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,19200.0,-8.411046670009263,122.4795,122.4974,18593.0,22490.0,Nyctalus leisleri,0.325,0.434,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,19200.0,8.749953146590968,123.3915,123.4104,17734.0,21367.0,Nyctalus leisleri,0.161,0.264,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,28800.0,3.958197443770742,135.8495,135.8632,28046.0,31906.0,Nyctalus leisleri,0.119,0.242,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24960.0,-4.138732230935381,151.1285,151.1445,23750.0,27483.0,Nyctalus leisleri,0.186,0.225,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,6.206357495982955,165.4425,165.4604,23750.0,26876.0,Nyctalus leisleri,0.233,0.272,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,23040.0,9.370837082435933,172.3245,172.3487,23750.0,26955.0,Nyctalus leisleri,0.151,0.208,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,23040.0,6.602860215512702,174.2045,174.2183,22890.0,27359.0,Nyctalus leisleri,0.125,0.258,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
HF,73920.0,-0.37946603843339677,179.4175,179.4584,68437.0,82274.0,Rhinolophus ferrumequinum,0.26,0.26,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,22080.0,-9.241765332793182,180.3535,180.3658,22890.0,28191.0,Nyctalus leisleri,0.19,0.253,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,5.752243329212878,180.6775,180.682,24609.0,45882.0,Myotis nattereri,0.172,0.223,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,-1.1227184546312388,185.1435,185.1559,23750.0,30122.0,Nyctalus leisleri,0.384,0.455,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
LF,24000.0,3.8819885846603084,185.6685,185.6857,22890.0,27085.0,Nyctalus leisleri,0.163,0.241,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250317/UBNA_028/20250310_165000.WAV,recover-20250317,UBNA_028,Foliage
