KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,42240.0,1.2752271878385635,0.1075,0.1239,41796.0,46735.0,Pipistrellus nathusii,0.141,0.203,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
LF,32640.0,0.0036241191317675477,0.1735,0.1884,27187.0,30872.0,Nyctalus leisleri,0.128,0.206,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
HF,42240.0,-0.9829564567618514,0.5765,0.5865,43515.0,48313.0,Pipistrellus nathusii,0.169,0.216,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
LF,23040.0,-0.08608180610500607,0.9645,0.9803,21171.0,24690.0,Nyctalus leisleri,0.172,0.254,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
LF,23040.0,-0.04941469826279371,1.5125,1.5283,22890.0,26888.0,Nyctalus leisleri,0.165,0.211,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
HF,56640.0,1.8028134848057806,1.5735,1.5831,51250.0,56028.0,Pipistrellus pygmaeus,0.112,0.204,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
LF,32640.0,-0.2558580488537622,1.5955,1.6069,25468.0,30255.0,Nyctalus leisleri,0.119,0.248,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
HF,60480.0,2.5753717692669014,2.1355,2.1472,55546.0,59399.0,Pipistrellus pygmaeus,0.257,0.263,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
LF,23040.0,0.544206437894519,2.2375,2.2614,17734.0,21381.0,Nyctalus noctula,0.17,0.218,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
HF,65280.0,0.49398726974971696,2.7855,2.7919,57265.0,67479.0,Pipistrellus pygmaeus,0.224,0.226,-1,Echolocation,192000.0,/mnt/ubna_data_05/recover-20250425/UBNA_022/20250418_213000.WAV,recover-20250425,UBNA_022,Central Pond
