start_time,end_time,low_freq,high_freq,detection_confidence,event,input_file
745.3635,745.3725,41796.0,52269.0,0.542,Echolocation,20230712_043600.WAV
746.0885,746.0965,41796.0,56412.0,0.615,Echolocation,20230712_043600.WAV
746.1855,746.1969,42656.0,57725.0,0.535,Echolocation,20230712_043600.WAV
746.2775,746.2864,41796.0,57689.0,0.515,Echolocation,20230712_043600.WAV
746.3735,746.3826,41796.0,52973.0,0.6,Echolocation,20230712_043600.WAV
746.4665,746.4749,40937.0,58141.0,0.558,Echolocation,20230712_043600.WAV
746.5625,746.5715,42656.0,62325.0,0.516,Echolocation,20230712_043600.WAV
746.6605,746.6692,42656.0,60702.0,0.623,Echolocation,20230712_043600.WAV
746.7895,746.7968,41796.0,58323.0,0.516,Echolocation,20230712_043600.WAV
746.8905,746.8985,40937.0,59308.0,0.539,Echolocation,20230712_043600.WAV
747.0225,747.0296,41796.0,63613.0,0.592,Echolocation,20230712_043600.WAV
747.1265,747.1354,41796.0,59010.0,0.587,Echolocation,20230712_043600.WAV
747.2255,747.2345,41796.0,56970.0,0.564,Echolocation,20230712_043600.WAV
747.3045,747.3132,41796.0,52109.0,0.526,Echolocation,20230712_043600.WAV
748.1345,748.14,44375.0,63378.0,0.624,Echolocation,20230712_043600.WAV
748.2055,748.2118,42656.0,63608.0,0.532,Echolocation,20230712_043600.WAV
748.2905,748.2962,42656.0,65913.0,0.613,Echolocation,20230712_043600.WAV
748.4675,748.4738,40937.0,65817.0,0.518,Echolocation,20230712_043600.WAV
748.5965,748.6027,41796.0,65312.0,0.6,Echolocation,20230712_043600.WAV
748.9605,748.9679,44375.0,53798.0,0.514,Echolocation,20230712_043600.WAV
1154.0505,1154.0595,40078.0,52842.0,0.539,Echolocation,20230712_043600.WAV
1154.1485,1154.1578,40937.0,53680.0,0.601,Echolocation,20230712_043600.WAV
1154.3435,1154.351,40078.0,53536.0,0.54,Echolocation,20230712_043600.WAV
1154.4405,1154.4498,39218.0,55300.0,0.581,Echolocation,20230712_043600.WAV
1154.5305,1154.5375,40078.0,58059.0,0.512,Echolocation,20230712_043600.WAV
1154.9235,1154.9308,39218.0,54109.0,0.539,Echolocation,20230712_043600.WAV
1155.0195,1155.0269,39218.0,53902.0,0.579,Echolocation,20230712_043600.WAV
1155.1145,1155.124,39218.0,55832.0,0.607,Echolocation,20230712_043600.WAV
1155.2085,1155.2156,39218.0,53132.0,0.505,Echolocation,20230712_043600.WAV
1155.3015,1155.31,39218.0,54644.0,0.562,Echolocation,20230712_043600.WAV
1155.3915,1155.3988,39218.0,55737.0,0.594,Echolocation,20230712_043600.WAV
1155.4935,1155.501,38359.0,56804.0,0.593,Echolocation,20230712_043600.WAV
1155.6735,1155.6812,38359.0,61418.0,0.564,Echolocation,20230712_043600.WAV
1155.7585,1155.767,40937.0,57314.0,0.576,Echolocation,20230712_043600.WAV
1155.9295,1155.9375,40078.0,58954.0,0.534,Echolocation,20230712_043600.WAV
1224.0045,1224.0138,45234.0,53437.0,0.502,Echolocation,20230712_043600.WAV
1224.0945,1224.1039,43515.0,59563.0,0.624,Echolocation,20230712_043600.WAV
1224.2555,1224.2618,41796.0,61109.0,0.535,Echolocation,20230712_043600.WAV
1224.3295,1224.3349,41796.0,57982.0,0.539,Echolocation,20230712_043600.WAV
1424.6435,1424.6669,21171.0,27719.0,0.515,Echolocation,20230712_043600.WAV
122.1775,122.1853,40937.0,49571.0,0.552,Echolocation,20230712_050600.WAV
122.2905,122.298,40937.0,51032.0,0.525,Echolocation,20230712_050600.WAV
122.37950000000001,122.3873,41796.0,50280.0,0.528,Echolocation,20230712_050600.WAV
122.5885,122.5974,40078.0,50289.0,0.574,Echolocation,20230712_050600.WAV
122.7845,122.793,41796.0,51126.0,0.571,Echolocation,20230712_050600.WAV
1789.9415,1789.9564,22890.0,28285.0,0.575,Echolocation,20230712_050600.WAV
1790.5355,1790.5493,23750.0,27969.0,0.643,Echolocation,20230712_050600.WAV
1790.8445,1790.8581,23750.0,28267.0,0.691,Echolocation,20230712_050600.WAV
1791.4265,1791.4425,23750.0,27879.0,0.555,Echolocation,20230712_050600.WAV
1792.0165,1792.0317,23750.0,28264.0,0.504,Echolocation,20230712_050600.WAV
1792.2995,1792.3111,23750.0,29141.0,0.639,Echolocation,20230712_050600.WAV
1793.0635,1793.0807,23750.0,28596.0,0.518,Echolocation,20230712_050600.WAV
46.9615,46.9775,24609.0,27679.0,0.502,Echolocation,20230712_053600.WAV
63.8855,63.9017,23750.0,26729.0,0.624,Echolocation,20230712_053600.WAV
64.2895,64.3059,22890.0,27793.0,0.57,Echolocation,20230712_053600.WAV
64.8165,64.8327,22890.0,27329.0,0.634,Echolocation,20230712_053600.WAV
65.2195,65.2353,23750.0,26873.0,0.644,Echolocation,20230712_053600.WAV
65.48949999999999,65.5065,23750.0,26889.0,0.569,Echolocation,20230712_053600.WAV
65.87950000000001,65.8975,22890.0,26573.0,0.598,Echolocation,20230712_053600.WAV
1174.2625,1174.2791,22890.0,26309.0,0.549,Echolocation,20230712_053600.WAV
1174.5375,1174.5561,22031.0,26004.0,0.52,Echolocation,20230712_053600.WAV
1174.8065,1174.822,22890.0,27463.0,0.7,Echolocation,20230712_053600.WAV
1175.2165,1175.2348,22890.0,26396.0,0.643,Echolocation,20230712_053600.WAV
1175.4915,1175.5069,22890.0,25991.0,0.764,Echolocation,20230712_053600.WAV
1175.7705,1175.7872,22890.0,26202.0,0.765,Echolocation,20230712_053600.WAV
1176.4565,1176.4716,23750.0,29182.0,0.68,Echolocation,20230712_053600.WAV
1176.7345,1176.7513,22890.0,26087.0,0.709,Echolocation,20230712_053600.WAV
1177.1205,1177.1369,22890.0,26704.0,0.665,Echolocation,20230712_053600.WAV
1177.3655,1177.3814,22890.0,27684.0,0.675,Echolocation,20230712_053600.WAV
1177.7335,1177.7493,22890.0,26963.0,0.699,Echolocation,20230712_053600.WAV
1177.9875,1178.0016,22890.0,28022.0,0.689,Echolocation,20230712_053600.WAV
1178.1225,1178.1385,22890.0,28049.0,0.53,Echolocation,20230712_053600.WAV
1178.2505,1178.265,23750.0,28555.0,0.737,Echolocation,20230712_053600.WAV
1178.4165,1178.4275,24609.0,30991.0,0.652,Echolocation,20230712_053600.WAV
1178.6625,1178.6778,23750.0,29340.0,0.652,Echolocation,20230712_053600.WAV
1179.0475,1179.0633,22890.0,27882.0,0.631,Echolocation,20230712_053600.WAV
1179.3395,1179.355,23750.0,28149.0,0.647,Echolocation,20230712_053600.WAV
1180.1605,1180.177,22890.0,27002.0,0.552,Echolocation,20230712_053600.WAV
1181.4125,1181.4287,22890.0,26062.0,0.69,Echolocation,20230712_053600.WAV
1181.6965,1181.7142,22890.0,27955.0,0.53,Echolocation,20230712_053600.WAV
1182.0295,1182.045,22890.0,27767.0,0.624,Echolocation,20230712_053600.WAV
1182.3495,1182.3646,22890.0,28190.0,0.613,Echolocation,20230712_053600.WAV
1182.5205,1182.5338,23750.0,28262.0,0.598,Echolocation,20230712_053600.WAV
1184.3125,1184.3266,24609.0,29923.0,0.568,Echolocation,20230712_053600.WAV
1406.3355,1406.3405,38359.0,54533.0,0.516,Echolocation,20230712_053600.WAV
1676.4325,1676.4476,23750.0,29927.0,0.62,Echolocation,20230712_053600.WAV
1676.6315,1676.6473,24609.0,29564.0,0.558,Echolocation,20230712_053600.WAV
665.1425,665.1579,22890.0,27503.0,0.588,Echolocation,20230712_060600.WAV
698.1915,698.2058,25468.0,28994.0,0.519,Echolocation,20230712_060600.WAV
1632.6045,1632.6126,40078.0,48686.0,0.525,Echolocation,20230712_060600.WAV
1632.7065,1632.7133,40078.0,49986.0,0.504,Echolocation,20230712_060600.WAV
1632.9025,1632.9103,38359.0,54275.0,0.531,Echolocation,20230712_060600.WAV
1633.0105,1633.0176,38359.0,53561.0,0.623,Echolocation,20230712_060600.WAV
1633.2085,1633.2158,39218.0,53968.0,0.624,Echolocation,20230712_060600.WAV
1633.3115,1633.3181,40078.0,54293.0,0.598,Echolocation,20230712_060600.WAV
1633.4985,1633.5058,39218.0,59867.0,0.563,Echolocation,20230712_060600.WAV
1633.6015,1633.6094,40937.0,56514.0,0.652,Echolocation,20230712_060600.WAV
1633.7975,1633.8037,37500.0,52236.0,0.567,Echolocation,20230712_060600.WAV
1634.3845,1634.3911,37500.0,61966.0,0.512,Echolocation,20230712_060600.WAV
1635.0035,1635.0091,38359.0,55157.0,0.539,Echolocation,20230712_060600.WAV
481.2035,481.2189,23750.0,28651.0,0.551,Echolocation,20230712_063600.WAV
483.4365,483.451,23750.0,29458.0,0.527,Echolocation,20230712_063600.WAV
484.1955,484.209,23750.0,29732.0,0.593,Echolocation,20230712_063600.WAV
484.6485,484.6591,24609.0,32811.0,0.672,Echolocation,20230712_063600.WAV
