KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file,Recover Folder,SD Card,Site name
HF,65280.0,1.2923550893940705,2.7825,2.7965,62421.0,67222.0,Pipistrellus pygmaeus,0.318,0.332,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
LF,22080.0,-2.728735501837508,5.2445,5.2667,22890.0,26937.0,Nyctalus leisleri,0.386,0.438,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,67200.0,1.645878826802626,5.5885,5.6048,63281.0,67732.0,Pipistrellus pygmaeus,0.388,0.394,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,63360.0,2.115801467214833,5.9105,5.9294,58984.0,62772.0,Pipistrellus pygmaeus,0.169,0.317,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,65280.0,0.8071105333294804,5.9335,5.9503,65000.0,70555.0,Pipistrellus pygmaeus,0.401,0.409,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,67200.0,3.746667163007178,7.7375,7.7505,63281.0,67161.0,Pipistrellus pygmaeus,0.34,0.345,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,47040.0,3.463596042926898,9.7355,9.7421,45234.0,54111.0,Pipistrellus pipistrellus,0.268,0.315,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,65280.0,4.6048426089879735,10.5765,10.5891,63281.0,67771.0,Pipistrellus pygmaeus,0.421,0.433,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,65280.0,2.431193227583493,11.2085,11.215,59843.0,64596.0,Pipistrellus pygmaeus,0.408,0.413,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,65280.0,3.722010786232825,11.9415,11.9518,59843.0,64586.0,Pipistrellus pygmaeus,0.296,0.306,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
LF,32640.0,2.006281930002048,14.8085,14.8239,27187.0,31114.0,Nyctalus leisleri,0.246,0.332,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
HF,65280.0,1.1437191582443536,16.1195,16.1291,58984.0,63656.0,Pipistrellus pygmaeus,0.328,0.353,-1,Echolocation,192000.0,/mnt/ubna_data_06/recover-20250710/UBNA_002/20250703_185000.WAV,recover-20250710,UBNA_002,E18 Bridge
