start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
282.1175,282.1366,22890.0,25697.0,Echolocation,Nyctalus leisleri,0.53,0.555,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240801_220000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
101.8885,101.905,22890.0,26201.0,Echolocation,Nyctalus leisleri,0.623,0.641,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_000000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.3785,242.384,45234.0,58586.0,Echolocation,Pipistrellus pipistrellus,0.573,0.635,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.4645,242.4699,45234.0,59728.0,Echolocation,Pipistrellus pipistrellus,0.572,0.656,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.5405,242.5461,46093.0,53235.0,Echolocation,Pipistrellus pipistrellus,0.494,0.501,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.6775,242.6829,46953.0,58589.0,Echolocation,Pipistrellus pipistrellus,0.551,0.602,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.7735,242.7782,47812.0,58927.0,Echolocation,Pipistrellus pipistrellus,0.592,0.606,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
242.9775,242.9828,48671.0,62221.0,Echolocation,Pipistrellus pipistrellus,0.535,0.594,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
243.1285,243.1347,46953.0,62460.0,Echolocation,Pipistrellus pipistrellus,0.458,0.501,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
243.5365,243.5414,46093.0,64085.0,Echolocation,Pipistrellus pipistrellus,0.6,0.66,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
243.8115,243.818,46093.0,61348.0,Echolocation,Pipistrellus pipistrellus,0.552,0.609,-1,/mnt/ubna_data_04/recover-20240805/UBNA_017/20240802_041000.WAV,recover-20240805,UBNA_017,Telephone Field (camo)
