KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,sampling_rate,input_file,Recover Folder,SD Card,Site name
LF,21120.0,0.6914299448906689,64.0645,64.0834,18593.0,23262.0,Echolocation,Nyctalus noctula,0.277,0.377,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
HF,48960.0,4.747677294031896,90.6235,90.6374,47812.0,50401.0,Echolocation,Pipistrellus pipistrellus,0.383,0.483,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
HF,46080.0,3.412789818370107,161.8685,161.8734,44375.0,53445.0,Echolocation,Pipistrellus pipistrellus,0.297,0.321,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
HF,48000.0,1.9258289223641016,267.5365,267.5418,46093.0,52550.0,Echolocation,Pipistrellus pipistrellus,0.301,0.314,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
HF,41280.0,15.967203722511984,271.0255,271.0291,30625.0,65634.0,Echolocation,Myotis mystacinus,0.13,0.313,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
HF,47040.0,2.024537564531962,271.3605,271.3644,39218.0,57672.0,Echolocation,Myotis daubentonii,0.114,0.358,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_183000.WAV,recover-20250626,UBNA_001,Carp Pond
LF,28800.0,9.222633040220831,61.6755,61.6905,28046.0,29858.0,Echolocation,Nyctalus leisleri,0.292,0.343,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_185000.WAV,recover-20250626,UBNA_001,Carp Pond
LF,22080.0,3.9114078684646767,41.8555,41.8602,22890.0,47978.0,Echolocation,Myotis nattereri,0.262,0.304,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_190000.WAV,recover-20250626,UBNA_001,Carp Pond
LF,27840.0,1.501176797133432,115.1155,115.1197,24609.0,47009.0,Echolocation,Myotis nattereri,0.206,0.302,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_190000.WAV,recover-20250626,UBNA_001,Carp Pond
LF,23040.0,2.6666077873475666,125.8195,125.8379,21171.0,25364.0,Echolocation,Nyctalus noctula,0.287,0.446,-1,192000.0,/mnt/ubna_data_06/recover-20250626/UBNA_001/20250619_192000.WAV,recover-20250626,UBNA_001,Carp Pond
